build[champion]: 8000 new seeds
[build] 3500/8000 1179s eta 25.3m (178/min) kept 3500 units={'parti': 3169, 'ulti': 817, '40_100': 139, 'betli': 77, 'durchmars': 104, '20_100': 44}
[build] 3525/8000 1185s eta 25.1m (178/min) kept 3525 units={'parti': 3191, 'ulti': 819, '40_100': 142, 'betli': 77, 'durchmars': 104, '20_100': 44}
[build] 3550/8000 1193s eta 24.9m (179/min) kept 3550 units={'parti': 3215, 'ulti': 823, '40_100': 142, 'betli': 77, 'durchmars': 105, '20_100': 45}
[build] 3575/8000 1201s eta 24.8m (179/min) kept 3575 units={'parti': 3237, 'ulti': 827, '40_100': 143, 'betli': 79, 'durchmars': 105, '20_100': 45}
[build] 3600/8000 1211s eta 24.7m (178/min) kept 3600 units={'parti': 3261, 'ulti': 834, '40_100': 143, 'betli': 79, 'durchmars': 106, '20_100': 46}
[build] 3625/8000 1221s eta 24.6m (178/min) kept 3625 units={'parti': 3284, 'ulti': 843, '40_100': 144, 'betli': 79, 'durchmars': 107, '20_100': 46}
[build] 3650/8000 1232s eta 24.5m (178/min) kept 3650 units={'parti': 3307, 'ulti': 849, '40_100': 145, 'betli': 80, 'durchmars': 107, '20_100': 46}
[build] 3675/8000 1242s eta 24.4m (178/min) kept 3675 units={'parti': 3331, 'ulti': 854, '40_100': 146, 'betli': 80, 'durchmars': 107, '20_100': 46}
[build] 3700/8000 1250s eta 24.2m (178/min) kept 3700 units={'parti': 3354, 'ulti': 858, '40_100': 147, 'betli': 81, 'durchmars': 107, '20_100': 46}
[build] 3725/8000 1259s eta 24.1m (177/min) kept 3725 units={'parti': 3377, 'ulti': 862, '40_100': 149, 'betli': 81, 'durchmars': 109, '20_100': 46}
[build] 3750/8000 1267s eta 23.9m (178/min) kept 3750 units={'parti': 3400, 'ulti': 866, '40_100': 149, 'betli': 82, 'durchmars': 110, '20_100': 46}
[build] 3775/8000 1275s eta 23.8m (178/min) kept 3775 units={'parti': 3424, 'ulti': 873, '40_100': 149, 'betli': 82, 'durchmars': 111, '20_100': 46}
[build] 3800/8000 1282s eta 23.6m (178/min) kept 3800 units={'parti': 3448, 'ulti': 880, '40_100': 149, 'betli': 83, 'durchmars': 111, '20_100': 46}
[build] 3825/8000 1292s eta 23.5m (178/min) kept 3825 units={'parti': 3472, 'ulti': 884, '40_100': 150, 'betli': 83, 'durchmars': 111, '20_100': 46}
[build] 3850/8000 1300s eta 23.4m (178/min) kept 3850 units={'parti': 3493, 'ulti': 890, '40_100': 152, 'betli': 84, 'durchmars': 113, '20_100': 46}
[build] 3875/8000 1310s eta 23.2m (177/min) kept 3875 units={'parti': 3513, 'ulti': 897, '40_100': 155, 'betli': 86, 'durchmars': 113, '20_100': 46}
[build] 3900/8000 1318s eta 23.1m (178/min) kept 3900 units={'parti': 3536, 'ulti': 902, '40_100': 157, 'betli': 86, 'durchmars': 113, '20_100': 46}
[build] 3925/8000 1327s eta 23.0m (177/min) kept 3925 units={'parti': 3560, 'ulti': 906, '40_100': 157, 'betli': 87, 'durchmars': 113, '20_100': 46}
[build] 3950/8000 1334s eta 22.8m (178/min) kept 3950 units={'parti': 3583, 'ulti': 913, '40_100': 158, 'betli': 87, 'durchmars': 113, '20_100': 47}
[build] 3975/8000 1344s eta 22.7m (177/min) kept 3975 units={'parti': 3606, 'ulti': 918, '40_100': 159, 'betli': 87, 'durchmars': 114, '20_100': 47}
[build] 4000/8000 1352s eta 22.5m (178/min) kept 4000 units={'parti': 3629, 'ulti': 926, '40_100': 161, 'betli': 87, 'durchmars': 115, '20_100': 47}
[build] 4025/8000 1359s eta 22.4m (178/min) kept 4025 units={'parti': 3651, 'ulti': 933, '40_100': 162, 'betli': 88, 'durchmars': 116, '20_100': 47}
[build] 4050/8000 1365s eta 22.2m (178/min) kept 4050 units={'parti': 3675, 'ulti': 940, '40_100': 163, 'betli': 88, 'durchmars': 116, '20_100': 47}
[build] 4075/8000 1372s eta 22.0m (178/min) kept 4075 units={'parti': 3696, 'ulti': 945, '40_100': 165, 'betli': 90, 'durchmars': 116, '20_100': 47}
[build] 4100/8000 1381s eta 21.9m (178/min) kept 4100 units={'parti': 3717, 'ulti': 951, '40_100': 167, 'betli': 91, 'durchmars': 116, '20_100': 48}
[build] 4125/8000 1391s eta 21.8m (178/min) kept 4125 units={'parti': 3741, 'ulti': 956, '40_100': 168, 'betli': 91, 'durchmars': 116, '20_100': 48}
[build] 4150/8000 1398s eta 21.6m (178/min) kept 4150 units={'parti': 3764, 'ulti': 962, '40_100': 169, 'betli': 91, 'durchmars': 117, '20_100': 48}
[build] 4175/8000 1406s eta 21.5m (178/min) kept 4175 units={'parti': 3786, 'ulti': 972, '40_100': 171, 'betli': 91, 'durchmars': 117, '20_100': 49}
